noun,adjective,verb,preposition,phrase,latin_translation,genitive,accusative,gender,declination,english_translation,english_definition,german_translation,slovak_translation,german_definition,slovak_definition,spanish_translation,spanish_definition,norvegian_translation,norwegian_definition,icelandic_translation,icelandic_definition
1,0,0,0,0,Thrombocytopenia,Thrombocytopeniae,Thrombocytopeniam,f.,1st,Thrombocytopenia,Low platelet count,Thrombozytopenie,Trombocytopénia,Niedrige Thrombozytenzahl,Nízky počet krvných doštičiek,Trombocitopenia,Bajo recuento de plaquetas,Trombocytopeni,Lavt antall blodplater,Blóðflagnafæð,Lágt blóðflagnafjöldi
0,1,0,0,0,Thrombosis,,,,,Thrombosis,Clot formation in a blood vessel,Thrombose,Trombóza,Gerinnselbildung in einem Blutgefäß,Tvorba zrazenín v krvných cievach,Trombosis,Formación de coágulos en un vaso sanguíneo,Trombose,Clot -formasjon i et blodkar,Segamyndun,Storkumyndun í æð
0,1,0,0,0,Thyreoideus,Thyreoidei,Thyreoideum,,,Thyroid,Relating to the thyroid gland,Schilddrüse,Štítna žľaza,In Bezug auf die Schilddrüse,Týkajúce sa štítnej žľazy,Tiroides,Relacionado con la glándula tiroides,Skjoldbruskkjertelen,Relatert til skjoldbruskkjertelen,Skjaldkirtil,Sem tengjast skjaldkirtli
1,0,0,0,0,Tibia,Tibiae,Tibiam,f.,1st,Tibia,Shinbone,Tibia,Holenca,Schienbein,Holenca,Tibia,Tibia,Tibia,Shinbone,Sköflung,Shinbone
1,0,0,0,0,Tonsilla,Tonsillae,Tonsillam,f.,1st,Tonsil,Part of the lymphatic system,Mandel,Mandle,Teil des Lymphsystems,Časť lymfatického systému,Amígdala,Parte del sistema linfático,Mandel,En del av lymfesystemet,Tonsil,Hluti af eitlum
0,1,0,0,0,Tonsillitis,,,,,Tonsillitis,Inflammation of the tonsils,Mandelentzündung,Tonzilitída,Entzündung der Mandeln,Zápal mandlí,Amigdalitis,Inflamación de las amígdalas,Tonsillitt,Betennelse i mandlene,Tonsillitis,Bólga í tonsils
0,1,0,0,0,Totalis,,,,,Total,Complete or entire,Gesamt,Súčet,Vollständig oder ganz,Kompletné alebo celé,Total,Completo o completo,Total,Komplett eller hele,Alls,Heill eða heilt
1,0,0,0,0,Toxicus,Toxici,Toxicum,m.,2nd,Toxic,Poisonous,Giftig,Toxický,Giftig,Jedovatý,Tóxico,Venenoso,Giftig,Giftig,Eitrað,Eitruð
1,0,0,0,0,Trachea,Tracheae,Tracheam,f.,1st,Trachea,Windpipe,Luftröhre,Priedušnica,Luftröhre,Prieduľ,Tráquea,Tráquea,Luftrør,Luftrør,Barka,Vindpípa
0,1,0,0,0,Trachealis,,,,,Tracheal,Relating to the trachea,Tracheal,Odrazený,In Bezug auf die Luftröhre,Týkajúce sa priedušnice,Traqueal,Relacionado con la tráquea,Trakeal,Relatert til luftrøret,Barka,Sem tengjast barkanum
1,0,0,0,0,Tracheostomia,Tracheostomiae,Tracheostomiam,f.,1st,Tracheostomy,Surgical opening in the trachea,Tracheostomie,Tracheostómia,Chirurgische Öffnung in der Luftröhre,Chirurgický otvor v priedušnici,Traqueotomía,Apertura quirúrgica en la tráquea,Trakeostomi,Kirurgisk åpning i luftrøret,Barka,Skurðaðgerð í barka
1,0,0,0,0,Tractus,Tracti,Tractum,m.,2nd,Tract,Pathway or passage,Traktat,Trakt,Weg oder Durchgang,Dráha,Tracto,Camino o pasaje,Traktat,Vei eller passasje,Svæði,Leið eða leið
0,1,0,0,0,Transurethralis,,,,,Transurethral,Through the urethra,Transurethral,Transuretrácia,Durch die Harnröhre,Cez močovú trubicu,Transuretral,A través de la uretra,Transuretral,Gjennom urinrøret,Transuretral,Í gegnum þvagrásina
1,0,0,0,0,Transversus,Transversi,Transversum,m.,2nd,Transverse,Lying or extending across; transverse,Quer,Priečny,Lügen oder sich hinüber ausdehnen; Quer,Ležanie alebo rozširovanie; priečny,Transverso,Mentir o extenderse a través de; transverso,Tverrgående,Lyver eller strekker seg over; tverrgående,Þversum,Liggja eða ná yfir; þversum
1,0,0,0,0,Trauma,Traumae,Traumam,f.,1st,Trauma,Injury or wound,Trauma,Trauma,Verletzung oder Wunde,Zranenie alebo zranenie,Trauma,Lesión o herida,Traume,Skade eller sår,Áverka,Meiðsli eða sár
0,1,0,0,0,Triangularis,,,,,Triangular,Shaped like a triangle,Dreieckig,Trojuholníkový,Wie ein Dreieck geformt,V tvare trojuholníka,Triangular,Formado como un triángulo,Trekantet,Formet som en trekant,Þríhyrningslaga,Mótað eins og þríhyrningur
1,0,0,0,0,Triceps,,,,,Triceps,Muscle with three heads,Trizeps,Triceps,Muskeln mit drei Köpfen,Sval s tromi hlavami,Tríceps,Músculo con tres cabezas,Triceps,Muskler med tre hoder,Triceps,Vöðvi með þrjú höfuð
0,1,0,0,0,Tricuspidalis,,,,,Tricuspid,Relating to the tricuspid valve,Tricuspid,Trikuspid,Im Zusammenhang mit dem Tricuspidalventil,Týkajúce sa tricuspidového ventilu,Tricúspide,Relacionado con la válvula tricúspide,Tricuspid,Relatert til tricuspid -ventilen,Tricuspid,Sem tengjast tricuspid loki
0,1,0,0,0,Trigeminus,Trigemini,Trigeminum,,,Trigeminal,Relating to the fifth cranial nerve,Trigeminus,Trigeminálny,Im Zusammenhang mit dem fünften Hirnnerv,Týkajúce sa piateho kraniálneho nervu,Trigémino,Relacionado con el quinto nervio craneal,Trigeminal,Relatert til den femte kraniale nerven,Trigeminal,Sem varða fimmtu tauginn
1,0,0,0,0,Triplex,,,,,Triple,Three parts or layers,Verdreifachen,Trojnásobok,Drei Teile oder Schichten,Tri časti alebo vrstvy,Triple,Tres partes o capas,Trippel,Tre deler eller lag,Þrefaldur,Þrír hlutar eða lög
1,0,0,0,0,Trochlea,Trochleae,Trochleam,f.,1st,Trochlea,Part of a joint acting like a pulley,Trochlea,Tričko,"Teil eines Gelenks, der sich wie eine Riemenscheibe verändert","Časť kĺbu, ktorý pôsobí ako kladka",Tróclea,Parte de una articulación que actúa como una polea,Trochlea,Del av en ledd som opptrer som en remskive,Trochlea,Hluti af samskeyti sem virkar eins og rúlla
0,1,0,0,0,Trochlearis,,,,,Trochlear,Relating to the trochlea,Trochlear,Trochlear,In Bezug auf die Trochlea,Týkajúce sa trochlea,Troclear,Relacionado con la tróclea,Trochlear,Relatert til trochlea,Trochlear,Sem tengjast trochlea
1,0,0,0,0,Truncus,Trunci,Truncum,m.,2nd,Trunk,Main part of an organ or body,Stamm,Kmeň,Hauptteil eines Organs oder Körpers,Hlavná časť orgánu alebo tela,Trompa,Parte principal de un órgano o cuerpo,Stamme,Hoveddelen av et organ eller kropp,Stofn,Aðal hluti af líffæri eða líkama
1,0,0,0,0,Tuba,Tubae,Tubam,f.,1st,Tube,Long cylindrical organ,Rohr,Trubica,Langes zylindrisches Organ,Dlhý valcový orgán,Tubo,Órgano cilíndrico largo,Rør,Langt sylindrisk organ,Tube,Langt sívalur líffæri
0,0,0,0,1,Tuba auditiva,Tuba auditivae,Tubam auditivam,,1st,Auditory tube,,Hörrohr,Sluchová trubica,,,Tubo auditivo,,Auditive tube,,Hljóðrör,
0,0,0,0,1,Tuba uterina,Tuba uterinae,Tubam uterinam,,1st,Fallopian tube,,Eileiter,Vajcovod,,,trompas de Falopio,,Fallopian Tube,,Eggjaleiðara,
1,0,0,0,0,Tuber,,,,,Tubercle,Small bump or projection,Tuberkel,Hľuza,Kleine Beule oder Projektion,Malý náraz alebo projekcia,Tubérculo,Pequeño golpe o proyección,Tuberkel,Liten støt eller projeksjon,Hnýði,Lítið högg eða vörpun
0,1,0,0,0,Tuberculosis,,,,,Tuberculosis,Infection caused by Mycobacterium tuberculosis,Tuberkulose,Tuberkulóza,Infektion durch Mycobacterium tuberculosis verursacht,Infekcia spôsobená Mycobacterium tuberculosis,Tuberculosis,Infección causada por Mycobacterium tuberculosis,Tuberkulose,Infeksjon forårsaket av Mycobacterium tuberculosis,Berklar,Sýking af völdum Mycobacterium berkla
0,0,0,0,1,t. suspecta,t. suspectae,t. suspectam,,1st,Suspected tuberculosis,,Verdacht auf Tuberkulose,Tuberkulóza,,,Sospecha de tuberculosis,,Mistenkt tuberkulose,,Grunur um berkla,
1,0,0,0,0,Tuberculum,Tuberculi,Tuberculum,n.,2nd,Tubercle,Small rounded projection,Tuberkel,Hľuza,Kleine abgerundete Projektion,Malá zaoblená projekcia,Tubérculo,Pequeña proyección redondeada,Tuberkel,Liten avrundet projeksjon,Hnýði,Lítil ávöl vörpun
0,1,0,0,0,Tuberculosus,Tuberculosi,Tuberculosum,,,Tuberculous,Relating to tuberculosis,Tuberkulös,Tuberkulózny,In Bezug auf Tuberkulose,Týkajúce sa tuberkulózy,Tuberculoso,Relacionado con la tuberculosis,Tuberculous,Relatert til tuberkulose,Berkla,Sem tengjast berklum
1,0,0,0,0,Tuberositas,Tuberositasis,Tuberositatem,f.,3rd,Tuberosity,Roughened area of a bone,Tuberosität,Tuberozita,Aufgeregte Fläche eines Knochens,Zastrašená plocha kosti,Tuberosidad,Área áspera de un hueso,Tuberositet,Grovt område av et bein,Berkla,Gróft svæði bein
1,0,0,0,0,Tuberosus,Tuberosi,Tuberosum,m.,2nd,Tuberosus,Having a roughened surface,Tuberosus,Hľuza,Eine aufgeraute Oberfläche haben,Mať hrubý povrch,Tuberosos,Tener una superficie rugosa,Tuberosus,Å ha en grov overflate,Tuberosus,Að hafa gróft yfirborð
1,0,0,0,0,Tumor,Tumoris,Tumorem,m.,3rd,Tumor,Abnormal growth of tissue,Tumor,Nádor,Abnormales Gewebewachstum,Abnormálny rast tkaniva,Tumor,Crecimiento anormal de tejido,Svulst,Unormal vekst av vev,Æxli,Óeðlilegur vöxtur vefja
1,0,0,0,0,Tunica,Tunicae,Tunicam,f.,1st,Tunic,Layer of tissue,Tunika,Tunika,Gewebeschicht,Vrstva tkaniva,Sayo,Capa,Tunika,Lag av vev,Kyrtill,Lag af vefjum
0,0,0,0,1,(tunica) mucosa,(tunica) mucosae,(tunica) mucosam,,1st,Mucosa,,Schleimhaut,Sliznica,,,Mucosa,,Mucosa,,Slímkur,
0,0,0,0,1,(tunica) conjunctiva,(tunica) conjunctivae,(tunica) conjunctivam,,1st,Conjunctiva,,Bindehaut,Konjunktiva,,,Conjuntiva,,Konjunktiva,,Tárubólga,
0,1,0,0,0,Tussis,,,,,Cough,Reflex that clears the airways,Husten,Kašeľ,"Reflex, der die Atemwege beseitigt","Reflex, ktorý čistí dýchacie cesty",Tos,Reflejo que despeja las vías respiratorias,Hoste,Refleks som rydder luftveiene,Hósta,Viðbragð sem hreinsar öndunarveginn
0,1,0,0,0,Tympanicus,Tympanici,Tympanicum,,,Tympanic,Relating to the eardrum,Tympanic,Tympanický,Im Zusammenhang mit dem Trommelfell,Týkajúce sa ušného bubienka,Timpánico,Relacionado con el tímpano,Tympanic,Relatert til trommehinnen,Tympanic,Sem tengjast hljóðhimnu
1,0,0,0,0,Typhoides,Typhoidesei,Typhoiden,f.,5th,Typhoid,Infection caused by Salmonella typhi,Typhus,Týfus,Infektion durch Salmonella typhi verursacht,Infekcia spôsobená Salmonella Typhi,Tifoidea,Infección causada por Salmonella Typhi,Tyfus,Infeksjon forårsaket av salmonella typhi,Taugaveiki,Sýking af völdum Salmonella Typhi
1,0,0,0,0,Ulcus,Ulci,Ulcum,m.,2nd,Ulcer,Open sore,Geschwür,Vred,Offene Schmerzen,Zatvárať sa,Úlcera,Abierta,Magesår,Åpen sår,Sár,Opið sár
1,0,0,0,0,Ulna,Ulnae,Ulnam,f.,1st,Ulna,The inner bone of the forearm,Elle,Ulna,Der innere Knochen des Unterarms,Vnútorná kosť predlaktia,Cubito,El hueso interno del antebrazo,Ulna,Underarmens indre bein,Ulna,Innra bein framhandleggsins
0,1,0,0,0,Ulnaris,,,,,Ulnar,Relating to the ulna,Ulnar,Ulnárny,In Bezug auf die Ulna,Týkajúce sa ulny,Cubo,Relacionado con el cúbito,Ulnar,Relatert til ulna,Ulnar,Sem tengjast ulna
1,0,0,0,0,Undecimus,Undecimi,Undecimum,m.,2nd,Eleventh,Position eleven,Elfte,Jedenásty,Position elf,Umiestniť jedenásť,Undécimo,Posición once,Ellevte,Posisjon elleve,Ellefta,Staða ellefu
1,0,0,0,0,Unguentum,Unguenti,Unguentum,n.,2nd,Ointment,Topical medication,Salbe,Masť,Topische Medikamente,Lokálne lieky,Ungüento,Medicación tópica,Salve,Aktuell medisiner,Smyrsli,Staðbundið lyf
0,1,0,0,0,Unguis,,,,,Nail,Hard covering of the finger or toe,Nagel,Prilepiť,Hart bedeckende Finger oder Zeh,Tvrdé krytie prsta alebo špičky,Clavo,Cubierta dura del dedo o el dedo del pie,Spiker,Hardt dekking av fingeren eller tåen,Nagli,Hörð yfirbreiðsla fingursins eða tá
0,1,0,0,0,Unifocalis,,,,,Unifocal,Having a single focus,Unifokal,Unifokálny,Einen einzigen Fokus haben,Mať jediné zameranie,Unifocal,Tener un solo enfoque,Unifocal,Å ha et enkelt fokus,Unifocal,Að hafa eina fókus
0,1,0,0,0,Unilateralis,,,,,Unilateral,Relating to one side,Einseitig,Jednostranný,In Bezug auf eine Seite,Týkajúce sa jednej strany,Unilateral,Relacionado con un lado,Ensidig,Relatert til den ene siden,Einhliða,Sem tengjast annarri hliðinni
0,1,0,0,0,Universalis,,,,,Universal,Applicable to all,Universal,Univerzálny,Anwendbar für alle,Použiteľné pre všetkých,Universal,Aplicable a todos,Universell,Gjeldende for alle,Alhliða,Við um alla
1,0,0,0,0,Uraemia,Uraemiae,Uraemiam,f.,1st,Uraemia,High levels of urea in the blood,Uraämie,Ureémia,Hohe Harnstoffspiegel im Blut,Vysoké hladiny močoviny v krvi,Uremia,Altos niveles de urea en la sangre,Uremia,Høye nivåer av urea i blodet,Úrblóðleysi,Mikið þvagefni í blóði
1,0,0,0,0,Ureter,,,,,Ureter,Tube that carries urine from kidney to bladder,Harnleiter,Močovina,"Röhre, der Urin von Niere bis Blase trägt","Trubica, ktorá nesie moč z obličiek do močového mechúra",Uréter,Tubo que transporta orina de riñón a vejiga,Ureter,Rør som fører urin fra nyre til blære,Þvagefni,Rör sem ber þvag frá nýrum til þvagblöðru
1,0,0,0,0,Urethra,Urethrae,Urethram,f.,1st,Urethra,Tube that carries urine out of the body,Harnröhre,Múrka,"Röhre, der Urin aus dem Körper trägt","Trubica, ktorá prenáša moč z tela",Uretra,Tubo que lleva orina fuera del cuerpo,Urinrøret,Rør som fører urin ut av kroppen,Urethra,Rör sem ber þvag út úr líkamanum
0,1,0,0,0,Urinarius,Urinarii,Urinarium,,,Urinary,Relating to urine,Urin,Moč,In Bezug auf Urin,Súvisiaci s močom,Urinario,Relacionado con la orina,Urin,Relatert til urin,Þvag,Sem tengjast þvagi
0,1,0,0,0,Urocystitis,,,,,Bladder infection,Inflammation of the bladder,Blaseninfektion,Infekcia močového mechúra,Entzündung der Blase,Zápal močového mechúra,Infección de la vejiga,Inflamación de la vejiga,Blæreinfeksjon,Betennelse i blæren,Þvagblöðru sýking,Bólga í þvagblöðru
0,1,0,0,0,Urolithiasis,,,,,Urinary stone disease,Presence of stones in the urinary tract,Urinsteinerkrankung,Choroba močového kameňa,Vorhandensein von Steinen im Harnweg,Prítomnosť kameňov v močových traktoch,Enfermedad de piedra urinaria,Presencia de piedras en el tracto urinario,Urin steinsykdom,Tilstedeværelse av steiner i urinveiene,Þvagsteinssjúkdómur,Nærveru steina í þvagfærum
0,1,0,0,0,Urologicus,Urologici,Urologicum,,,Urological,Relating to the urinary system,Urologisch,Urologický,In Bezug auf das Harnsystem,Týkajúce sa močového systému,Urológico,Relacionado con el sistema urinario,Urologisk,Relatert til urinsystemet,Þvagfærafræðileg,Sem tengjast þvagfærakerfinu
1,0,0,0,0,Usus,Usi,Usum,m.,2nd,Use,The action of using something,Verwenden,Využitie,"Die Aktion, etwas zu benutzen",Akcia použitia niečoho,Usar,La acción de usar algo,Bruk,Handlingen med å bruke noe,Nota,Aðgerðin við að nota eitthvað
0,1,0,0,0,Uterinus,Uterini,Uterinum,,,Uterine,Relating to the uterus,Gebärmutter,Maternica,In Bezug auf die Gebärmutter,Týkajúce sa maternice,Uterino,Relacionado con el útero,Livmor,Knyttet til livmoren,Legi,Sem tengjast leginu
1,0,0,0,0,Uterus,Uteri,Uterum,m.,2nd,Uterus,The female reproductive organ,Uterus,Maternica,Das weibliche Fortpflanzungsorgel,Ženský reprodukčný orgán,Útero,El órgano reproductivo femenino,Livmor,Det kvinnelige reproduktive organet,Leg,Kvenkyns æxlunarlíffæri
1,0,0,0,0,Vagina,Vaginae,Vaginam,f.,1st,Vagina,The female reproductive tract,Vagina,Vagína,Der weibliche Fortpflanzungstrakt,Ženský reprodukčný trakt,Vagina,El tracto reproductivo femenino,Vagina,Den kvinnelige reproduktive kanalen,Leggöng,Æxlunarfærið kvenna
1,0,0,0,0,Vagus,Vagi,Vagum,m.,2nd,Vagus,The tenth cranial nerve,Vagus,Vagus,Der zehnte Hirnnerv,Desiaty kraniálny nerv,Vago,El décimo nervio craneal,Vagus,Den tiende kraniale nerven,Vagus,Tíunda kraníta taugin
1,0,0,0,0,Valgus,Valgi,Valgum,m.,2nd,Valgus,Deformity causing outward angulation of a limb,Valgus,Valgus,"Deformität, die nach außen Angulation eines Gliedes verursacht",Deformita spôsobujúca smerom von z končatiny,Valgo,Deformidad causando angulación hacia afuera de una extremidad,Valgus,Deformitet som forårsaker utadvinning av en lem,Valgus,Vansköpun sem veldur ytri hyrni á útlimum
1,0,0,0,0,Valva,Valvae,Valvam,f.,1st,Valve,Flap that controls fluid flow,Ventil,Ventil,"Klappe, der den Flüssigkeitsfluss steuert","Klapka, ktorá riadi tok tekutín",Válvula,Colgajo que controla el flujo de fluido,Ventil,Klaff som styrer væskestrømmen,Loki,Blakt sem stjórnar vökvaflæði
1,0,0,0,0,Valvula,Valvulae,Valvulam,f.,1st,Valvule,Small valve,Ventil,Valvule,Kleines Ventil,Malý ventil,Válvula,Válvula pequeña,Valvule,Liten ventil,Valvule,Lítill loki
1,0,0,0,0,Varus,Vari,Varum,m.,2nd,Varus,Deformity causing inward angulation of a limb,Varus,Krém,"Deformität, die die innere Angulation eines Gliedes verursacht",Deformita spôsobujúca dovnútra anguláciu končatiny,Varo,Deformidad causando angulación hacia adentro de una extremidad,Varus,Deformitet som forårsaker innvendig vinkling av en lem,Varus,Vansköpun sem veldur innlimum á útlimum
1,0,0,0,0,Vas,,,,,Vessel,Tube for transporting fluids,Schiff,Plavidlo,Rohr zum Transport von Flüssigkeiten,Trubica na transport kvapaliny,Buque,Tubo para transportar fluidos,Fartøy,Rør for transport av væsker,Skip,Rör til að flytja vökva
0,0,1,0,0,Vasodilatans,,,,,Vasodilator,Substance that dilates blood vessels,Vasodilator,Vazodilatátor,"Substanz, die Blutgefäße erweitert","Látka, ktorá rozširuje krvné cievy",Vasodilatador,Sustancia que dilata los vasos sanguíneos,Vasodilator,Stoff som utvider blodkar,Æðavíkkandi,Efni sem víkkar æðar
1,0,0,0,0,vena,venae,venam,f.,1st,Vein,Blood vessel carrying blood to the heart,Vene,Žila,"Blutgefäß, das Blut zum Herzen trägt","Krvné cievy, ktoré prenávajú krv do srdca",Vena,Vasos sanguíneos que llevan sangre al corazón,Blodåre,Blodkar som bærer blod til hjertet,Æð,Æðar sem ber blóð í hjartað
1,0,0,0,0,Venenum,Veneni,Venenum,n.,2nd,Poison,Substance harmful to living organisms,Gift,Otráviť sa,Substanz schädlich für lebende Organismen,Látka škodlivé pre živé organizmy,Veneno,Sustancia dañina para los organismos vivos,Gift,Stoff skadelig for levende organismer,Eitur,Efni skaðlegt lifandi lífverum
0,1,0,0,0,Venostasis,,,,,Venous stasis,Pooling of blood in veins,Venöse Stasis,Žila,Blutbad in Venen,Združovanie krvi v žilách,Estasis venosa,Agrupación de sangre en las venas,Venøs stase,Sammenslåing av blod i årer,Bláæðastöðvar,Sameining blóðs í æðum
0,1,0,0,0,Venosus,Venosi,Venosum,,,Venous,Relating to veins,Venös,Žilový,In Bezug auf Venen,Týkajúce sa žíl,Venoso,Relacionado con venas,Venøs,Relatert til årer,Bláæð,Sem tengjast æðum
1,0,0,0,0,Venter,,,,,Abdomen,The belly area containing organs,Abdomen,Brucho,Der Bauchbereich mit Organen enthält,Oblasť brucha obsahujúcej orgány,Abdomen,El área del vientre que contiene órganos,Mage,Mageområdet som inneholder organer,Magni,Maga svæðið sem inniheldur líffæri
1,0,0,0,0,Ventriculus,Ventriculi,Ventriculum,m.,2nd,Ventricle,Chamber of the heart or brain,Ventrikel,Komora,Kammer des Herzens oder Gehirns,Komora srdca alebo mozgu,Ventrículo,Cámara del corazón o cerebro,Ventrikkel,Kammeret i hjertet eller hjernen,Slegli,Chamber of the Heart eða Brain
1,0,0,0,0,Vertebra,Vertebrae,Vertebram,f.,1st,Vertebra,Bone of the spine,Wirbel,Stavca,Wirbelsäulenknochen,Kosť chrbtice,Vértebra,Hueso de la columna,Ryggvirvel,Ryggraden,Hryggjarlið,Bein hryggsins
0,1,0,0,0,Vertebralis,,,,,Vertebral,Relating to the vertebrae,Wirbel,Stavcový,In Bezug auf die Wirbel,Týkajúce sa stavcov,Vertebral,Relacionado con las vértebras,Vertebral,Relatert til ryggvirvlene,Hryggjarlið,Sem tengjast hryggjarliðum
1,0,0,0,0,Verus,Veri,Verum,m.,2nd,TRUE,In accordance with fact,WAHR,Pravdivý,Gemäß Tatsache,V súlade so skutočnosťou,VERDADERO,De acuerdo con el hecho,EKTE,I samsvar med faktum,Satt,Í samræmi við staðreynd
1,0,0,0,0,Vesica,Vesicae,Vesicam,f.,1st,Bubble,Small sac-like structure,Blase,Bublina,Kleine sackartige Struktur,Štruktúra podobná vaku,Burbuja,Pequeña estructura tipo saco,Boble,Liten sakklignende struktur,Bubble,Lítil SAC-eins uppbygging
0,0,0,0,1,Vesica fellea,Vesica felleae,Vesicam felleam,,1st,Gallbladder,,Gallenblase,Žlčník,,,Vesícula biliar,,Galleblæren,,Gallblöðru,
0,0,0,0,1,Vesica urinaria,Vesica urinariae,Vesicam urinariam,,1st,Urinary bladder,,Harnblase,Močový mechúr,,,Vejiga urinaria,,Urinblære,,Þvagblöðru,
